Topic_Num,Topic_Perc_Contrib,Topic_Keywords,Page
3.0,0.7029,"city, area, building, urban, park, built, cities, london, street, buildings",Oxfordshire.txt
3.0,0.7007,"city, area, building, urban, park, built, cities, london, street, buildings",Multi-family_residential.txt
3.0,0.6908,"city, area, building, urban, park, built, cities, london, street, buildings",Distillery_District.txt
3.0,0.6798,"city, area, building, urban, park, built, cities, london, street, buildings",Nottingham.txt
3.0,0.6611,"city, area, building, urban, park, built, cities, london, street, buildings",Alley.txt
3.0,0.6542,"city, area, building, urban, park, built, cities, london, street, buildings","Marrickville,_New_South_Wales.txt"
3.0,0.6518,"city, area, building, urban, park, built, cities, london, street, buildings","Hampton,_London.txt"
3.0,0.6456,"city, area, building, urban, park, built, cities, london, street, buildings",Boulevard.txt
3.0,0.6447,"city, area, building, urban, park, built, cities, london, street, buildings",Berkshire.txt
3.0,0.6441,"city, area, building, urban, park, built, cities, london, street, buildings",Garden_city_movement.txt
3.0,0.6437,"city, area, building, urban, park, built, cities, london, street, buildings",Yaletown.txt
3.0,0.6407,"city, area, building, urban, park, built, cities, london, street, buildings",Apartment.txt
4.0,0.84,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",lakes.txt
4.0,0.8263,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",Erosion.txt
4.0,0.8066,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",subduction.txt
4.0,0.8059,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",Geology_of_solar_terrestrial_planets.txt
4.0,0.7964,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",sedimentary.txt
4.0,0.7963,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",precipitation.txt
4.0,0.7907,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",Retreat_of_glaciers_since_1850.txt
4.0,0.7839,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",ENSO.txt
4.0,0.7828,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",westerlies.txt
4.0,0.7803,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",Rain.txt
4.0,0.7794,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",Antarctic_ice_sheet.txt
4.0,0.7733,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",Chaetoceros.txt
4.0,0.7702,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",oceans.txt
4.0,0.77,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",Arctic_methane_emissions.txt
4.0,0.7597,"water, earth, surface, soil, ocean, atmosphere, sea, temperature, land, climate",Paleotempestology.txt
5.0,0.8554,"design, management, social, process, business, product, information, work, development, organization",Project_management.txt
5.0,0.8396,"design, management, social, process, business, product, information, work, development, organization",Team_building.txt
5.0,0.8201,"design, management, social, process, business, product, information, work, development, organization",Management_style.txt
5.0,0.8183,"design, management, social, process, business, product, information, work, development, organization",Virtual_management.txt
5.0,0.8164,"design, management, social, process, business, product, information, work, development, organization",business_process_reengineering.txt
5.0,0.7973,"design, management, social, process, business, product, information, work, development, organization",Business_analysis.txt
5.0,0.7863,"design, management, social, process, business, product, information, work, development, organization",Organizational_justice.txt
5.0,0.7826,"design, management, social, process, business, product, information, work, development, organization",employee_retention.txt
5.0,0.7792,"design, management, social, process, business, product, information, work, development, organization",New_product_development.txt
5.0,0.767,"design, management, social, process, business, product, information, work, development, organization",Management_accounting_in_supply_chains.txt
5.0,0.7656,"design, management, social, process, business, product, information, work, development, organization",quality_management.txt
5.0,0.7631,"design, management, social, process, business, product, information, work, development, organization",Job_design.txt
5.0,0.763,"design, management, social, process, business, product, information, work, development, organization",Enterprise_systems_engineering.txt
5.0,0.7482,"design, management, social, process, business, product, information, work, development, organization",Technology_roadmap.txt
5.0,0.7394,"design, management, social, process, business, product, information, work, development, organization",Organization_design.txt
6.0,0.7022,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",Human_Development_Report.txt
6.0,0.7003,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",International_Resource_Panel.txt
6.0,0.6844,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",Economics_of_Land_Degradation_Initiative.txt
6.0,0.6793,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",biocapacity.txt
6.0,0.6782,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",Economics_of_global_warming.txt
6.0,0.674,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",sustainability.txt
6.0,0.674,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",Sustainable.txt
6.0,0.6691,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",Environmental_issue.txt
6.0,0.6578,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",Green_growth.txt
6.0,0.6538,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",Climate_change_and_poverty.txt
6.0,0.6506,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",Millennium_Ecosystem_Assessment.txt
6.0,0.6499,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",land_footprint.txt
6.0,0.6491,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",Sustainable_development_goals.txt
6.0,0.6453,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",ecological_footprint.txt
6.0,0.6421,"environmental, development, world, global, sustainable, population, environment, resources, economic, human",Eco-economic_decoupling.txt
7.0,0.9348,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",Hooke's_Law.txt
7.0,0.9144,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",magnetic_field.txt
7.0,0.903,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",wavelengths.txt
7.0,0.9019,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",nearly_free_electron_model.txt
7.0,0.899,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",refractive_index.txt
7.0,0.8957,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",Quantum_amplifier.txt
7.0,0.8955,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",Wave.txt
7.0,0.8936,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",Derivative.txt
7.0,0.8906,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",Quantum_logic_gates.txt
7.0,0.8777,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",normal_distribution.txt
7.0,0.8743,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",bipolar_junction_transistors.txt
7.0,0.8671,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",Fermi_level.txt
7.0,0.8641,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",circularly_polarised_light.txt
7.0,0.8621,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",bending.txt
7.0,0.8613,"energy, light, time, displaystyle, system, mass, temperature, current, state, number",three-dimensional.txt
8.0,0.7841,"university, research, school, education, science, students, college, institute, national, engineering",Rotterdam_School_of_Management.txt
8.0,0.736,"university, research, school, education, science, students, college, institute, national, engineering",Johns_Hopkins_University.txt
8.0,0.7195,"university, research, school, education, science, students, college, institute, national, engineering",Copenhagen_Business_School.txt
8.0,0.7089,"university, research, school, education, science, students, college, institute, national, engineering",Vlerick_Business_School.txt
8.0,0.7088,"university, research, school, education, science, students, college, institute, national, engineering",Chapman_University.txt
8.0,0.7077,"university, research, school, education, science, students, college, institute, national, engineering",UF.txt
8.0,0.7012,"university, research, school, education, science, students, college, institute, national, engineering",London_Business_School.txt
8.0,0.6993,"university, research, school, education, science, students, college, institute, national, engineering",Purdue_University.txt
8.0,0.6875,"university, research, school, education, science, students, college, institute, national, engineering",University_of_Massachusetts_Lowell.txt
8.0,0.6872,"university, research, school, education, science, students, college, institute, national, engineering",Arizona_State_University.txt
8.0,0.6866,"university, research, school, education, science, students, college, institute, national, engineering",Michigan_State_University.txt
8.0,0.683,"university, research, school, education, science, students, college, institute, national, engineering",University_of_Southern_California.txt
8.0,0.6804,"university, research, school, education, science, students, college, institute, national, engineering",Stockholm_School_of_Economics.txt
8.0,0.68,"university, research, school, education, science, students, college, institute, national, engineering",Dalhousie_University.txt
8.0,0.6752,"university, research, school, education, science, students, college, institute, national, engineering",Universidade_Nova_de_Lisboa.txt
9.0,0.878,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",Diester.txt
9.0,0.8755,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",aldehydes.txt
9.0,0.8672,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",ethers.txt
9.0,0.8533,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",olefin.txt
9.0,0.8332,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",amines.txt
9.0,0.8322,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",diol.txt
9.0,0.8133,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",alcohols.txt
9.0,0.8124,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",amide.txt
9.0,0.8107,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",acid.txt
9.0,0.8031,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",hydrolysis.txt
9.0,0.8022,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",oxidation.txt
9.0,0.8022,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",oxidation-reduction.txt
9.0,0.7961,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",alkylate.txt
9.0,0.7936,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",disproportionate.txt
9.0,0.7914,"chemical, oxygen, reaction, carbon, water, process, form, acid, compounds, molecules",Microbial_metabolism.txt
10.0,0.8237,"europe, modern, period, early, greek, roman, history, french, france, ancient",Medieval.txt
10.0,0.8237,"europe, modern, period, early, greek, roman, history, french, france, ancient",Middle_Ages.txt
10.0,0.8027,"europe, modern, period, early, greek, roman, history, french, france, ancient",Mosaic.txt
10.0,0.7991,"europe, modern, period, early, greek, roman, history, french, france, ancient",Eastern_Roman_Empire.txt
10.0,0.7991,"europe, modern, period, early, greek, roman, history, french, france, ancient",Byzantine.txt
10.0,0.7571,"europe, modern, period, early, greek, roman, history, french, france, ancient",Assyria.txt
10.0,0.7318,"europe, modern, period, early, greek, roman, history, french, france, ancient",German_Renaissance.txt
10.0,0.7292,"europe, modern, period, early, greek, roman, history, french, france, ancient",Ancient_Macedonians.txt
10.0,0.6964,"europe, modern, period, early, greek, roman, history, french, france, ancient",Ephesian.txt
10.0,0.6931,"europe, modern, period, early, greek, roman, history, french, france, ancient",Gothic_period.txt
10.0,0.6711,"europe, modern, period, early, greek, roman, history, french, france, ancient",dome.txt
10.0,0.6711,"europe, modern, period, early, greek, roman, history, french, france, ancient",domes.txt
10.0,0.6666,"europe, modern, period, early, greek, roman, history, french, france, ancient",Minoans.txt
10.0,0.6647,"europe, modern, period, early, greek, roman, history, french, france, ancient",Bronze_Age.txt
10.0,0.6482,"europe, modern, period, early, greek, roman, history, french, france, ancient",Sculpture.txt
11.0,0.7107,"state, united_states, american, population, north, south, largest, mexico, national, california",Nebraska.txt
11.0,0.7102,"state, united_states, american, population, north, south, largest, mexico, national, california",North_America.txt
11.0,0.7,"state, united_states, american, population, north, south, largest, mexico, national, california",New_Mexico.txt
11.0,0.688,"state, united_states, american, population, north, south, largest, mexico, national, california",Santa_Barbara.txt
11.0,0.6768,"state, united_states, american, population, north, south, largest, mexico, national, california",contiguous_48_states.txt
11.0,0.6755,"state, united_states, american, population, north, south, largest, mexico, national, california",Texas.txt
11.0,0.6712,"state, united_states, american, population, north, south, largest, mexico, national, california",Florida.txt
11.0,0.6494,"state, united_states, american, population, north, south, largest, mexico, national, california",Native_North_Americans.txt
11.0,0.6494,"state, united_states, american, population, north, south, largest, mexico, national, california",Native_America.txt
11.0,0.6475,"state, united_states, american, population, north, south, largest, mexico, national, california","Sheldon,_Vermont.txt"
11.0,0.6469,"state, united_states, american, population, north, south, largest, mexico, national, california",North_Carolina.txt
11.0,0.6438,"state, united_states, american, population, north, south, largest, mexico, national, california",Northwest_Territories.txt
11.0,0.637,"state, united_states, american, population, north, south, largest, mexico, national, california",Central_America.txt
11.0,0.6365,"state, united_states, american, population, north, south, largest, mexico, national, california",California.txt
11.0,0.6349,"state, united_states, american, population, north, south, largest, mexico, national, california",Louisiana.txt
12.0,0.8689,"species, plants, animals, plant, organisms, fish, animal, found, food, population",arachnid.txt
12.0,0.8508,"species, plants, animals, plant, organisms, fish, animal, found, food, population",Zoid.txt
12.0,0.8401,"species, plants, animals, plant, organisms, fish, animal, found, food, population",Botanical_terms.txt
12.0,0.8239,"species, plants, animals, plant, organisms, fish, animal, found, food, population",Crustaceans.txt
12.0,0.8152,"species, plants, animals, plant, organisms, fish, animal, found, food, population",inflorescence.txt
12.0,0.814,"species, plants, animals, plant, organisms, fish, animal, found, food, population",animals.txt
12.0,0.8129,"species, plants, animals, plant, organisms, fish, animal, found, food, population",Crustacean_larvae.txt
12.0,0.812,"species, plants, animals, plant, organisms, fish, animal, found, food, population",ants.txt
12.0,0.812,"species, plants, animals, plant, organisms, fish, animal, found, food, population",Ants.txt
12.0,0.8105,"species, plants, animals, plant, organisms, fish, animal, found, food, population",predators.txt
12.0,0.8075,"species, plants, animals, plant, organisms, fish, animal, found, food, population",Millipede.txt
12.0,0.7995,"species, plants, animals, plant, organisms, fish, animal, found, food, population",Antipredator_adaptations.txt
12.0,0.7969,"species, plants, animals, plant, organisms, fish, animal, found, food, population",Rotifers.txt
12.0,0.794,"species, plants, animals, plant, organisms, fish, animal, found, food, population",Ctenophora.txt
12.0,0.7922,"species, plants, animals, plant, organisms, fish, animal, found, food, population",Flagellates.txt
13.0,0.9291,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Advaita.txt
13.0,0.9276,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Madhyamaka.txt
13.0,0.9193,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Sunyata.txt
13.0,0.9129,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Vedanta.txt
13.0,0.8942,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Ajñana.txt
13.0,0.8905,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Samkhya.txt
13.0,0.882,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Monism.txt
13.0,0.8712,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Yogacara.txt
13.0,0.8701,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Vishishtadvaita.txt
13.0,0.868,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Anekantavada.txt
13.0,0.8649,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Carvaka.txt
13.0,0.8613,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Svatantrika.txt
13.0,0.851,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Rationalism.txt
13.0,0.851,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Reasonism.txt
13.0,0.8444,"philosophy, world, god, knowledge, nature, philosophical, life, thought, mind, moral",Spinozism.txt
14.0,0.8132,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Lane.txt
14.0,0.8014,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Level_crossing.txt
14.0,0.8006,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Glossary_of_road_transport_terms.txt
14.0,0.7812,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Intercity-Express.txt
14.0,0.7763,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Van_Hool.txt
14.0,0.7738,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Shinkansen.txt
14.0,0.7682,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Spaceplane.txt
14.0,0.7663,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",High-speed_rail.txt
14.0,0.7656,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",aircraft.txt
14.0,0.7547,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Parclo.txt
14.0,0.7534,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Airbus_A350_XWB.txt
14.0,0.7375,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Passing_lane.txt
14.0,0.7355,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Jughandle.txt
14.0,0.7261,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Road_train.txt
14.0,0.7224,"road, vehicle, vehicles, aircraft, traffic, transport, car, air, speed, system",Limited-access.txt
15.0,0.7605,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",Hazardous_waste_in_the_United_States.txt
15.0,0.7409,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",waste_water.txt
15.0,0.7409,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",wastewater.txt
15.0,0.7294,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",wastewater_treatment.txt
15.0,0.7175,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",Vermifilter.txt
15.0,0.6899,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",Landfills_in_the_United_States.txt
15.0,0.6864,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",urine_diversion.txt
15.0,0.6831,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",hazardous_waste.txt
15.0,0.6819,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",municipal_solid_waste.txt
15.0,0.673,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",Septic_tank.txt
15.0,0.6697,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",composting_toilets.txt
15.0,0.6634,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",greywater.txt
15.0,0.6613,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",urine-diverting_dry_toilets.txt
15.0,0.6591,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",Solid_waste_policy_in_the_United_States.txt
15.0,0.6563,"water, waste, treatment, recycling, health, products, environmental, systems, materials, environment",Infiltration_Inflow.txt
16.0,0.8081,"world, country, government, population, war, national, state, china, people, india",Inner_Mongolia.txt
16.0,0.7916,"world, country, government, population, war, national, state, china, people, india",Afghanistan.txt
16.0,0.7735,"world, country, government, population, war, national, state, china, people, india",Yemen.txt
16.0,0.7727,"world, country, government, population, war, national, state, china, people, india",Ethiopia.txt
16.0,0.7727,"world, country, government, population, war, national, state, china, people, india",Ethiopian.txt
16.0,0.7678,"world, country, government, population, war, national, state, china, people, india",Indonesia.txt
16.0,0.7637,"world, country, government, population, war, national, state, china, people, india",Korea.txt
16.0,0.7565,"world, country, government, population, war, national, state, china, people, india",Malaysia.txt
16.0,0.7552,"world, country, government, population, war, national, state, china, people, india",Vietnam.txt
16.0,0.7538,"world, country, government, population, war, national, state, china, people, india",Perak.txt
16.0,0.7534,"world, country, government, population, war, national, state, china, people, india",Pakistan.txt
16.0,0.7516,"world, country, government, population, war, national, state, china, people, india",Thailand.txt
16.0,0.751,"world, country, government, population, war, national, state, china, people, india",Southeast_Asia.txt
16.0,0.7506,"world, country, government, population, war, national, state, china, people, india",Bangladesh.txt
16.0,0.7446,"world, country, government, population, war, national, state, china, people, india",Java.txt
17.0,0.8257,"art, film, music, time, media, american, game, series, people, children",Shade.txt
17.0,0.8257,"art, film, music, time, media, american, game, series, people, children",shade.txt
17.0,0.7712,"art, film, music, time, media, american, game, series, people, children",PFR.txt
17.0,0.7363,"art, film, music, time, media, american, game, series, people, children",Blackout.txt
17.0,0.714,"art, film, music, time, media, american, game, series, people, children",peanuts.txt
17.0,0.7044,"art, film, music, time, media, american, game, series, people, children",George_Carlin.txt
17.0,0.6992,"art, film, music, time, media, american, game, series, people, children",ashes.txt
17.0,0.6958,"art, film, music, time, media, american, game, series, people, children",The_Good_Life.txt
17.0,0.6957,"art, film, music, time, media, american, game, series, people, children",The_good_life.txt
17.0,0.6914,"art, film, music, time, media, american, game, series, people, children",Rage_Against_the_Machine.txt
17.0,0.687,"art, film, music, time, media, american, game, series, people, children",17.txt
17.0,0.6829,"art, film, music, time, media, american, game, series, people, children",Regeneration_(Doctor_Who).txt
17.0,0.6801,"art, film, music, time, media, american, game, series, people, children",Joseph_Cornell.txt
17.0,0.6693,"art, film, music, time, media, american, game, series, people, children",Futurama.txt
17.0,0.6642,"art, film, music, time, media, american, game, series, people, children",Dead_end.txt
18.0,0.8178,"law, government, public, state, act, united_states, legal, international, national, members",U.S._federal_government.txt
18.0,0.8072,"law, government, public, state, act, united_states, legal, international, national, members",jurisdictions.txt
18.0,0.7727,"law, government, public, state, act, united_states, legal, international, national, members",Scottish_Government.txt
18.0,0.771,"law, government, public, state, act, united_states, legal, international, national, members",United_Nations_Charter.txt
18.0,0.7633,"law, government, public, state, act, united_states, legal, international, national, members",United_Nations_General_Assembly.txt
18.0,0.7626,"law, government, public, state, act, united_states, legal, international, national, members",European_Commission.txt
18.0,0.7613,"law, government, public, state, act, united_states, legal, international, national, members",United_States_Supreme_Court.txt
18.0,0.7436,"law, government, public, state, act, united_states, legal, international, national, members",European_Parliament.txt
18.0,0.7262,"law, government, public, state, act, united_states, legal, international, national, members",Supervisory_board.txt
18.0,0.7212,"law, government, public, state, act, united_states, legal, international, national, members",Europol.txt
18.0,0.7126,"law, government, public, state, act, united_states, legal, international, national, members",Racketeer_Influenced_and_Corrupt_Organizations_Act.txt
18.0,0.7051,"law, government, public, state, act, united_states, legal, international, national, members",Office_of_the_Inspector_General.txt
18.0,0.7032,"law, government, public, state, act, united_states, legal, international, national, members",Gade_v._National_Solid_Wastes_Management_Association.txt
18.0,0.7031,"law, government, public, state, act, united_states, legal, international, national, members",EU_directives.txt
18.0,0.7006,"law, government, public, state, act, united_states, legal, international, national, members",Corporate_personhood.txt
19.0,0.8285,"market, company, economic, companies, business, price, economy, economics, capital, financial",money_supply.txt
19.0,0.8116,"market, company, economic, companies, business, price, economy, economics, capital, financial",arbitrage.txt
19.0,0.8112,"market, company, economic, companies, business, price, economy, economics, capital, financial",returns_on_investment.txt
19.0,0.793,"market, company, economic, companies, business, price, economy, economics, capital, financial",Financial_market.txt
19.0,0.7929,"market, company, economic, companies, business, price, economy, economics, capital, financial",monetary_policy.txt
19.0,0.7929,"market, company, economic, companies, business, price, economy, economics, capital, financial",Open_economy.txt
19.0,0.7876,"market, company, economic, companies, business, price, economy, economics, capital, financial",capital_market.txt
19.0,0.7857,"market, company, economic, companies, business, price, economy, economics, capital, financial",Glossary_of_economics.txt
